timestamp,app_prefix,node_id,http_endpoint,http_method,http_status,latency
1522219178,webapp1,10.1.3.4,test,GET,200,0.10991096496582031
1522219178,webapp1,10.1.3.4,test,GET,200,0.05459785461425781
1522219178,webapp1,10.1.3.4,test,GET,200,0.0514984130859375
1522219178,webapp1,10.0.1.1,test,GET,400,0.0591278076171875
1522219178,webapp1,10.1.3.4,test,GET,200,0.05364418029785156
1522219178,webapp1,10.0.1.1,test,GET,400,0.05316734313964844
1522219178,webapp1,10.0.1.1,test,GET,200,0.05078315734863281
1522219178,webapp1,10.1.3.4,test,GET,200,0.05602836608886719
1522219178,webapp1,10.1.3.4,test,GET,200,0.052928924560546875
1522219178,webapp1,10.0.1.1,test,GET,200,0.054836273193359375
1522219178,webapp1,10.1.3.4,test,GET,200,0.06031990051269531
1522219178,webapp1,10.0.1.1,test,GET,200,0.05364418029785156
1522219178,webapp1,10.0.1.1,test,GET,200,0.05555152893066406
1522219178,webapp1,10.0.1.1,test,GET,200,0.056743621826171875
1522219178,webapp1,10.0.1.1,test,GET,200,0.06699562072753906
1522219178,webapp1,10.0.1.1,test,GET,400,0.07867813110351562
1522219178,webapp1,10.0.1.1,test,GET,200,0.16927719116210938
1522219178,webapp1,10.1.3.4,test,GET,200,0.057220458984375
1522219178,webapp1,10.0.1.1,test,GET,400,0.05745887756347656
1522219178,webapp1,10.0.1.1,test,GET,200,0.052928924560546875
1522219178,webapp1,10.1.3.4,test,GET,200,0.05793571472167969
1522219178,webapp1,10.0.1.1,test,GET,200,0.053882598876953125
1522219178,webapp1,10.1.3.4,test,GET,200,0.18167495727539062
1522219178,webapp1,10.0.1.1,test,GET,200,0.06222724914550781
1522219178,webapp1,10.1.3.4,test,GET,200,0.06175041198730469
1522219178,webapp1,10.0.1.1,test,GET,400,0.06389617919921875
1522219178,webapp1,10.1.3.4,test,GET,200,0.053882598876953125
1522219178,webapp1,10.0.1.1,test,GET,200,0.05173683166503906
1522219178,webapp1,10.0.1.1,test,GET,200,0.05245208740234375
1522219178,webapp1,10.1.3.4,test,GET,200,0.051975250244140625
1522219178,webapp1,10.1.3.4,test,GET,400,0.052928924560546875
1522219178,webapp1,10.1.3.4,test,GET,200,0.051975250244140625
1522219178,webapp1,10.1.3.4,test,GET,200,0.051975250244140625
1522219178,webapp1,10.1.3.4,test,GET,200,0.0514984130859375
1522219178,webapp1,10.1.3.4,test,GET,200,0.051975250244140625
1522219178,webapp1,10.0.1.1,test,GET,200,0.05221366882324219
1522219178,webapp1,10.0.1.1,test,GET,400,0.04482269287109375
1522219178,webapp1,10.0.1.1,test,GET,200,0.045299530029296875
