timestamp,app_prefix,node_id,http_endpoint,http_method,http_status,latency
1522219178,webapp1,10.0.1.1,test,GET,200,0.04506111145019531
1522219178,webapp1,10.0.1.1,test,GET,200,0.0438690185546875
1522219178,webapp1,10.1.3.4,test,GET,400,0.04553794860839844
1522219178,webapp1,10.1.3.4,test,GET,200,0.046253204345703125
1522219178,webapp1,10.0.1.1,test,GET,200,0.06961822509765625
1522219178,webapp1,10.0.1.1,test,GET,200,0.05555152893066406
1522219178,webapp1,10.1.3.4,test,GET,400,0.04982948303222656
1522219178,webapp1,10.0.1.1,test,GET,200,0.05459785461425781
1522219178,webapp1,10.0.1.1,test,GET,200,0.04315376281738281
1522219178,webapp1,10.0.1.1,test,GET,200,0.04100799560546875
1522219178,webapp1,10.1.3.4,test,GET,200,0.04076957702636719
1522219178,webapp1,10.0.1.1,test,GET,200,0.040531158447265625
1522219178,webapp1,10.0.1.1,test,GET,200,0.0400543212890625
1522219178,webapp1,10.1.3.4,test,GET,200,0.0400543212890625
1522219178,webapp1,10.0.1.1,test,GET,200,0.04601478576660156
1522219178,webapp1,10.0.1.1,test,GET,200,0.04124641418457031
1522219178,webapp1,10.0.1.1,test,GET,200,0.04124641418457031
1522219178,webapp1,10.1.3.4,test,GET,200,0.0457763671875
1522219178,webapp1,10.0.1.1,test,GET,200,0.04172325134277344
1522219178,webapp1,10.0.1.1,test,GET,200,0.04220008850097656
1522219178,webapp1,10.1.3.4,test,GET,200,0.0457763671875
1522219178,webapp1,10.1.3.4,test,GET,200,0.045299530029296875
1522219178,webapp1,10.1.3.4,test,GET,200,0.08749961853027344
1522219178,webapp1,10.1.3.4,test,GET,200,0.04267692565917969
1522219178,webapp1,10.0.1.1,test,GET,200,0.04887580871582031
1522219178,webapp1,10.1.3.4,test,GET,200,0.048160552978515625
1522219178,webapp1,10.1.3.4,test,GET,200,0.045299530029296875
1522219178,webapp1,10.0.1.1,test,GET,400,0.05650520324707031
1522219178,webapp1,10.1.3.4,test,GET,200,0.20742416381835938
1522219178,webapp1,10.0.1.1,test,GET,200,0.04076957702636719
1522219178,webapp1,10.1.3.4,test,GET,200,0.041484832763671875
1522219178,webapp1,10.1.3.4,test,GET,200,0.040531158447265625
1522219178,webapp1,10.0.1.1,test,GET,400,0.087738037109375
1522219178,webapp1,10.0.1.1,test,GET,200,0.04124641418457031
1522219178,webapp1,10.0.1.1,test,GET,200,0.041484832763671875
1522219178,webapp1,10.1.3.4,test,GET,200,0.04076957702636719
1522219178,webapp1,10.1.3.4,test,GET,200,0.04100799560546875
1522219178,webapp1,10.1.3.4,test,GET,200,0.040531158447265625
1522219178,webapp1,10.1.3.4,test,GET,400,0.041484832763671875
1522219178,webapp1,10.0.1.1,test,GET,400,0.041961669921875
1522219178,webapp1,10.0.1.1,test,GET,400,0.041961669921875
1522219178,webapp1,10.0.1.1,test,GET,200,0.045299530029296875
1522219178,webapp1,10.1.3.4,test,GET,200,0.04649162292480469
1522219178,webapp1,10.1.3.4,test,GET,200,0.042438507080078125
1522219178,webapp1,10.0.1.1,test,GET,400,0.04172325134277344
1522219178,webapp1,10.1.3.4,test,GET,200,0.04100799560546875
1522219178,webapp1,10.0.1.1,test,GET,200,0.04029273986816406
1522219178,webapp1,10.0.1.1,test,GET,200,0.03981590270996094
1522219178,webapp1,10.0.1.1,test,GET,200,0.03981590270996094
1522219178,webapp1,10.1.3.4,test,GET,200,0.03981590270996094
1522219178,webapp1,10.1.3.4,test,GET,400,0.041961669921875
1522219178,webapp1,10.1.3.4,test,GET,200,0.04267692565917969
1522219178,webapp1,10.1.3.4,test,GET,200,0.04172325134277344
1522219178,webapp1,10.1.3.4,test,GET,200,0.04076957702636719
1522219178,webapp1,10.0.1.1,test,GET,200,0.04220008850097656
1522219178,webapp1,10.1.3.4,test,GET,200,0.04100799560546875
1522219178,webapp1,10.1.3.4,test,GET,200,0.041961669921875
1522219178,webapp1,10.1.3.4,test,GET,400,0.04172325134277344
1522219178,webapp1,10.0.1.1,test,GET,200,0.04124641418457031
1522219178,webapp1,10.0.1.1,test,GET,200,0.0457763671875
1522219178,webapp1,10.1.3.4,test,GET,400,0.04649162292480469
1522219178,webapp1,10.1.3.4,test,GET,200,0.04506111145019531
